sep=,
step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
33,36226,66,0.04454288524270639,0.0,0.9750778816199377,0.03530246165193205,0.0,0.9813258636788048
34,38100,68,0.030307551640128036,0.0,0.9838565022421525,,,
35,38742,70,0.05164101260961932,0.0,0.9712230215827338,,,
36,40184,72,0.03229118144211355,0.0,0.9842931937172775,,,
37,41018,74,0.018527972961906246,0.0,0.9910394265232975,,,
38,41788,76,0.020026732423388153,0.0,0.9881422924901185,,,
39,42670,78,0.015612728196959342,0.0,0.9915966386554622,,,
40,43632,80,0.023992992759329486,0.0,0.990506329113924,,,
41,44498,82,0.028430930577717232,0.0,0.9869494290375204,0.02112637186831524,0.0,0.9888712241653418
42,45460,84,0.022982302958566177,0.0,0.9850523168908819,,,
43,47670,86,0.046976839810186286,0.0,0.9745762711864406,,,
44,48552,88,0.026112358559605277,0.0,0.9865771812080537,,,
45,49754,90,0.041350101787316816,0.0,0.9757343550446999,,,
46,51372,92,0.030830961449842112,0.0,0.9760479041916168,,,
47,52110,94,0.01919237976772915,0.0,0.9885057471264368,,,
48,52688,96,0.02913801526513197,0.0,0.9875776397515528,,,
49,55314,98,0.0344531068800358,0.0,0.9742836149889786,0.03138838421936533,0.0,0.9832635983263598
50,56196,100,0.022480952268395398,0.0,0.9865771812080537,,,
51,57782,102,0.03214533629195207,0.0,0.9806122448979592,,,
52,58600,104,0.01499129212063376,0.0,0.991701244813278,,,
53,60186,106,0.034125241271085856,0.0,0.9735935706084959,,,
54,63068,108,0.041658517489655385,0.0,0.9640757674722403,,,
55,63934,110,0.024041864492314505,0.0,0.983271375464684,,,
56,65888,112,0.054187691945009844,0.0,0.9722033898305085,,,
57,66530,114,0.02726445385506519,0.0,0.9872773536895675,0.02757173948228084,0.0,0.9831144465290806
58,67700,116,0.040288057097305756,0.0,0.9792865362485615,,,
59,68454,118,0.01927304739061312,0.0,0.98828125,,,
60,70456,120,0.039700443185300034,0.0,0.9755686604886268,,,
61,72010,122,0.02369335153722466,0.0,0.9857456140350878,,,
62,72972,124,0.018224919366995936,0.0,0.9885433715220949,,,
63,74286,126,0.022227093241263932,0.0,0.9864532019704434,,,
64,75696,128,0.022981109379651855,0.0,0.9875776397515528,,,
65,76434,130,0.02577361479673623,0.0,0.985781990521327,0.034523338020950034,0.0,0.9848308051341891
66,77332,132,0.02078185956922925,0.0,0.9824945295404814,,,
67,78166,134,0.01465764471728578,0.0,0.9902534113060428,,,
68,79208,136,0.025695387523368182,0.0,0.9813084112149533,,,
69,80042,138,0.015277607036782577,0.0,0.9888268156424581,,,
70,80972,140,0.026906783452101284,0.0,0.9891500904159132,,,
71,81710,142,0.015560562200392336,0.5,0.9958677685950413,,,
72,82800,144,0.02584067246679451,0.0,0.9882506527415144,,,
73,83762,146,0.020709150591852677,0.0,0.9846938775510204,0.034374393829430715,0.0,0.9763872491145218
74,84980,148,0.032154235257746515,0.0,0.9695340501792115,,,
75,85926,150,0.022808260414299987,0.0,0.9835329341317365,,,
76,86504,152,0.03616774954664532,0.0,0.9803921568627451,,,
77,87466,154,0.020316356952336776,0.0,0.9884488448844885,,,
78,88188,156,0.020993660443465793,0.0,0.9867256637168141,,,
79,89134,158,0.02096368810595342,0.0,0.986784140969163,,,
80,90560,160,0.03529723164512892,0.0,0.974910394265233,,,
81,92050,162,0.02917056519656606,0.0,0.9855521155830753,0.027535130531985936,0.0,0.9816933638443935
82,92964,164,0.02816454831715952,0.0,0.9850968703427719,,,
83,93782,166,0.03314400816621976,0.0,0.9743589743589743,,,
84,96184,168,0.036275818971201905,0.0,0.9751602564102564,,,
85,97082,170,0.022184097212833893,0.0,0.9890510948905109,,,
86,97884,172,0.032154764786000815,0.0,0.9728506787330317,,,
87,98830,174,0.017651234361890433,0.0,0.9884297520661157,,,
88,99696,176,0.01941279441659034,0.0,0.9902120717781403,,,
89,100642,178,0.025361680922779073,0.0,0.9865092748735245,0.02691826900635167,0.0,0.9822784810126582
90,101428,180,0.029219300582186553,0.0,0.9849624060150376,,,
91,103190,182,0.04163749962498986,0.0,0.9655172413793104,,,
92,104216,184,0.02203106078423732,0.5,0.9893778452200304,,,
93,105034,186,0.018424147412652272,0.0,0.979933110367893,,,
94,105916,188,0.0226919248244971,0.0,0.9919743178170144,,,
95,107598,190,0.03660158263464215,0.0,0.9727177334732424,,,
96,108864,192,0.026760867754412283,0.0,0.985545335085414,,,
97,109746,194,0.01922732368993044,0.0,0.9894551845342706,0.021598709148889773,0.0,0.9835728952772074
98,110628,196,0.022938149538005784,0.0,0.9823008849557522,,,
99,111750,198,0.017367895998469347,0.0,0.9901547116736991,,,
100,112728,200,0.015051398192038441,0.0,0.990726429675425,,,
101,113466,202,0.021681608352756752,0.0,0.9827956989247312,,,
102,114348,204,0.022329621529040607,0.0,0.985172981878089,,,
103,116942,206,0.027391808988488735,0.0,0.9809859154929578,,,
104,118176,208,0.03438393345766744,0.0,0.9781718963165075,,,
105,118994,210,0.015322186552080697,0.0,0.9913344887348353,0.015772646156106847,0.0,0.989247311827957
106,120372,212,0.02309193078312,0.0,0.9831932773109243,,,
107,121654,214,0.04159390264334032,0.0,0.9790575916230366,,,
108,122472,216,0.022705916808598996,0.0,0.9813084112149533,,,
109,123434,218,0.02630123049863576,0.0,0.9828473413379074,,,
110,124972,220,0.03379144144427528,0.0,0.9794594594594594,,,
111,125630,222,0.029894733621506395,0.0,0.9797297297297297,,,
112,126448,224,0.023273810799481556,0.0,0.9824561403508771,,,
113,127746,226,0.02910359342886009,0.0,0.980719794344473,0.02144922186697038,0.0,0.9860383944153578
114,128580,228,0.021294173091734533,0.0,0.9843478260869565,,,
115,129590,230,0.023616448484852247,0.0,0.98,,,
116,130312,232,0.022913923618504466,0.0,0.9835294117647059,,,
117,131050,234,0.02454960015931752,0.0,0.9877300613496932,,,
118,131868,236,0.01490070326783247,0.0,0.987152034261242,,,
119,133230,238,0.044012327977720526,0.0,0.973741794310722,,,
120,134640,240,0.025214487457215454,0.0,0.9808126410835214,,,
121,135298,242,0.025325683124043808,0.0,0.9850374064837906,0.030872051854676064,0.0,0.9842022116903634
122,137572,244,0.04519286564950884,0.0,0.9727427597955707,,,
123,138742,246,0.033081254344817915,0.0,0.9804511278195489,,,
124,139704,248,0.019326033154819042,0.0,0.9893617021276596,,,
125,140810,250,0.027449821993639236,0.0,0.9862825788751715,,,
126,143820,252,0.032422423094280756,0.0,0.9720605355064028,,,
127,144798,254,0.021173497923873755,0.0,0.987012987012987,,,
128,145600,256,0.01418925535709147,0.0,0.9913344887348353,,,
129,146674,258,0.024213602209385357,0.0,0.981404958677686,0.01508382441439646,0.0,0.995049504950495
130,147764,260,0.018818852063109938,0.0,0.9885877318116976,,,
131,148518,262,0.019026308949250045,0.0,0.9900793650793651,,,
132,149416,264,0.021992961067830736,0.0,0.9891975308641975,,,
133,150234,266,0.018527806002236157,0.0,0.9892241379310345,,,
134,150908,268,0.01961046755545198,0.0,0.9875,,,
135,151886,270,0.012377007042149115,0.0,0.9902439024390244,,,
136,152848,272,0.021749347557453225,0.0,0.976878612716763,,,
137,154290,274,0.027275670911523806,0.0,0.9821640903686087,0.04259561519599049,0.0,0.9757575757575757
138,154948,276,0.02562464957683007,0.0,0.9796954314720813,,,
139,155606,278,0.027593446125010943,0.0,0.9863760217983651,,,
140,156552,280,0.022438532193750325,0.0,0.984873949579832,,,
141,157594,282,0.01696060175152072,0.0,0.9834983498349835,,,
142,158620,284,0.024253127572289514,0.0,0.9838709677419355,,,
143,159870,286,0.03438646608331875,0.0,0.9808988764044944,,,
144,160624,288,0.01369961711579516,0.0,0.9938461538461538,,,
145,161522,290,0.02346200104730531,0.0,0.9908256880733946,0.02254629939832144,0.0,0.9849906191369606
146,163812,292,0.03715484534352574,0.0,0.9788273615635179,,,
147,164854,294,0.018989657513827855,0.0,0.9928571428571429,,,
148,165672,296,0.016278234545710122,0.0,0.9864864864864865,,,
149,166698,298,0.03631793330876163,0.0,0.9841269841269841,,,
150,167820,300,0.030059805545829578,0.0,0.9804741980474198,,,
151,168798,302,0.016960632814035783,0.0,0.9913544668587896,,,
152,169360,304,0.018878035672243165,0.0,0.9844236760124611,,,
153,170210,306,0.022056048775498046,0.0,0.9900398406374502,0.021385020188406424,0.0,0.9867060561299852
154,171092,308,0.014305883817376177,0.0,0.9910233393177738,,,
155,172038,310,0.01957282238956384,0.0,0.983451536643026,,,
156,173272,312,0.026241202220937003,0.0,0.983739837398374,,,
157,174154,314,0.01907132579654061,0.0,0.985200845665962,,,
158,175180,316,0.02503360290779561,0.0,0.9869942196531792,,,
159,176078,318,0.03406780400539262,0.0,0.9776951672862454,,,
160,176912,320,0.018575639012746913,0.0,0.9876106194690265,,,
161,178306,322,0.03153671237353487,0.0,0.9755813953488373,0.022883319107425946,0.0,0.9883527454242929
162,179252,324,0.02835792911922866,0.0,0.978021978021978,,,
163,179974,326,0.0224050618212922,0.0,0.9828009828009828,,,
164,180792,328,0.015945084274073797,0.0,0.9904397705544933,,,
165,181594,330,0.024086218575069242,0.0,0.9867172675521821,,,
166,182380,332,0.04246219231182572,0.0,0.9831460674157303,,,
167,183118,334,0.016388156584164936,0.0,0.9921052631578947,,,
168,184384,336,0.026858833497608738,0.0,0.9887218045112782,,,
169,185266,338,0.014562480178463852,0.0,0.9879101899827288,0.04199140241808361,0.0,0.978369384359401
170,186148,340,0.020183973865658126,0.0,0.9835466179159049,,,
171,187094,342,0.024710992702855525,0.0,0.9861325115562404,,,
172,188696,344,0.03711084120718275,0.0,0.9808917197452229,,,
173,189514,346,0.01472585737888602,0.0,0.994413407821229,,,
174,190252,348,0.014905011783959397,0.0,0.9940119760479041,,,
175,191214,350,0.02137177651576038,0.0,0.9848484848484849,,,
176,192192,352,0.021956131602386134,0.0,0.9838709677419355,,,
177,193218,354,0.015578946565782304,0.0,0.9924812030075187,0.02522712068024876,0.0,0.9847494553376906
178,194100,356,0.022853236745976023,0.0,0.98989898989899,,,
179,195254,358,0.030902106349517337,0.0,0.9830097087378641,,,
180,196120,360,0.03851981176420649,0.0,0.9795918367346939,,,
181,197546,362,0.03728536185959231,0.0,0.978912319644839,,,
182,199132,364,0.044080973526660516,0.0,0.975548060708263,,,
183,199950,366,0.016563893667738295,0.0,0.9895470383275261,,,
184,200816,368,0.02164324211268102,0.0,0.9857433808553971,,,
185,201714,370,0.026383657618118197,0.0,0.9821428571428571,0.023881074068591204,0.0,0.9830287206266318
186,202980,372,0.023259710098016168,0.0,0.9847328244274809,,,
187,203830,374,0.016301459605426883,0.0,0.9913606911447084,,,
188,205528,376,0.02621856081916003,0.0,0.9815354713313897,,,
189,206490,378,0.018813923729298472,0.0,0.9864661654135338,,,
190,209020,380,0.03879377539298122,0.0,0.970708446866485,,,
191,209822,382,0.01495718782795291,0.0,0.9920634920634921,,,
192,210464,384,0.06585033750079552,0.0,0.9620689655172414,,,
193,211506,386,0.02894745822283036,0.0,0.9836477987421384,0.01660196347207933,0.0,0.9859484777517564
194,212932,388,0.02518972336316223,0.0,0.9870588235294118,,,
195,213878,390,0.019219844165203517,0.0,0.9828473413379074,,,
196,214936,392,0.022592480163714162,0.0,0.9892183288409704,,,
197,216026,394,0.015449755809050343,0.0,0.9881305637982196,,,
198,216844,396,0.027097390252794607,0.0,0.9807280513918629,,,
199,218430,398,0.04292779193558331,0.0,0.9784589892294946,,,
200,220992,400,0.026717698201293334,0.0,0.975553857906799,,,
201,222530,402,0.03446510299206406,0.0,0.9816602316602316,0.022799417573466325,0.0,0.9903225806451613
202,223252,404,0.02175260604933081,0.0,0.9858156028368794,,,
203,225030,406,0.039962543373916026,0.0,0.9735915492957746,,,
204,226120,408,0.015051843819216652,0.0,0.9918433931484503,,,
205,226698,410,0.051288294501381296,0.0,0.9761904761904762,,,
206,228444,412,0.05612194775194078,0.0,0.9702333065164923,,,
207,229054,414,0.029246020422622202,0.0,0.9879518072289156,,,
208,229888,416,0.01847241397491734,0.0,0.987783595113438,,,
209,230642,418,0.0183553796373643,0.0,0.9883720930232558,0.023254054560819505,0.0,0.9901574803149606
210,231652,420,0.021315608957621163,0.0,0.9850467289719627,,,
211,232470,422,0.019431991830628402,0.0,0.9923809523809524,,,
212,233368,424,0.016984261644849348,0.0,0.9865642994241842,,,
213,234538,426,0.01638539776315869,0.0,0.9901685393258427,,,
214,235372,428,0.01930967500695928,0.0,0.9878048780487805,,,
215,236734,430,0.025895637050592862,0.0,0.9826517967781908,,,
216,238480,432,0.024751416674879716,0.0,0.9813725490196078,,,
217,239378,434,0.012217030963483352,0.0,0.9938650306748467,0.024053114277888452,0.0,0.9844357976653697
218,240996,436,0.034164539035769936,0.0,0.9808394160583942,,,
219,241542,438,0.02659414023919265,0.0,0.9790209790209791,,,
220,242568,440,0.018336433368052234,0.0,0.9837278106508875,,,
221,244586,442,0.021777289017070475,0.0,0.9880034275921166,,,
222,245676,444,0.021675793050676778,0.0,0.9816901408450704,,,
223,246878,446,0.038632079956237804,0.0,0.9829302987197724,,,
224,248128,448,0.03264951937515594,0.0,0.9775784753363229,,,
225,249250,450,0.01956086767336752,0.0,0.9872448979591837,0.02791976859656123,0.0,0.9850968703427719
226,249972,452,0.01674361486386814,0.0,0.9866666666666667,,,
227,251062,454,0.030097225210307266,0.0,0.9867021276595744,,,
228,251880,456,0.017418933779627145,0.0,0.9924812030075187,,,
229,252906,458,0.02198015456156039,0.0,0.9847826086956522,,,
230,253788,460,0.0112799490645444,0.5,0.9957081545064378,,,
231,255038,462,0.03821087422755681,0.0,0.9759562841530055,,,
232,256144,464,0.01846936009676796,0.0,0.9836309523809523,,,
233,256978,466,0.0123419670387108,0.0,0.9963702359346642,0.021124967195185924,0.0,0.9882352941176471
234,257860,468,0.016862831884620275,0.0,0.9903069466882067,,,
235,258742,470,0.022497238048164427,0.0,0.9817518248175182,,,
236,259672,472,0.011916426920466365,0.0,0.9936974789915967,,,
237,260682,474,0.025366456548153143,0.0,0.9792284866468842,,,
238,261724,476,0.021489554328955607,0.0,0.9880597014925373,,,
239,262542,478,0.02413440218303624,0.0,0.9905660377358491,,,
240,263312,480,0.01460690405197465,0.0,0.9899396378269618,,,
241,265458,482,0.026211792429887595,0.0,0.9800796812749004,0.01832170310954469,0.0,0.9940915805022157
242,266196,484,0.021521687645154476,0.0,0.9877551020408163,,,
243,267686,486,0.058255443930468734,0.0,0.9731768650461022,,,
244,268488,488,0.01951170543673487,0.0,0.991701244813278,,,
245,269466,490,0.013462490059629535,0.0,0.9910979228486647,,,
246,271404,492,0.024525530692411153,0.0,0.980806142034549,,,
247,272606,494,0.02947559351841709,0.0,0.9746835443037974,,,
248,273632,496,0.019123754157489466,0.0,0.9835796387520526,,,
249,274418,498,0.015698845105195272,0.0,0.9870609981515711,0.03431875895920544,0.0,0.9752367079388201
250,275604,500,0.021769728300655634,0.0,0.9832689832689833,,,
251,276950,502,0.0386208790411461,0.0,0.9768211920529801,,,
252,277848,504,0.01728751212049349,0.0,0.9893992932862191,,,
253,278490,506,0.022241505232091584,0.0,0.9861878453038674,,,
254,279532,508,0.02193098508673483,0.0,0.9844827586206897,,,
255,280206,510,0.019959607035756572,0.0,0.9813084112149533,,,
256,281104,512,0.017680445136296262,0.0,0.9898648648648649,,,
257,282722,514,0.045466047429355755,0.0,0.9713679745493107,0.02206768557922868,0.0,0.9878296146044625
258,283684,516,0.03769720115520383,0.0,0.9809104258443465,,,
259,285382,518,0.033130685471632844,0.0,0.9743852459016393,,,
260,286744,520,0.024530042791807424,0.0,0.986682808716707,,,
261,287610,522,0.024473504895933945,0.0,0.9821428571428571,,,
262,288652,524,0.02008724501916026,0.0,0.9905020352781547,,,
263,289582,526,0.019385050378462262,0.0,0.9871175523349437,,,
264,290528,528,0.02090104672341026,0.0,0.9890453834115805,,,
265,291570,530,0.02413166169638601,0.0,0.9857881136950905,0.018682465052310002,0.0,0.9926900584795322
266,292420,532,0.022741858356328887,0.0,0.9838420107719928,,,
267,293398,534,0.019954307083717506,0.0,0.9909365558912386,,,
268,294200,536,0.025129075617989077,0.0,0.9811320754716981,,,
269,294986,538,0.023150967852435624,0.0,0.9911699779249448,,,
270,296588,540,0.03912057927226851,0.0,0.9791666666666666,,,
271,297230,542,0.01827876936158859,0.0,0.9836956521739131,,,
272,298368,544,0.033278489265206275,0.0,0.9726962457337884,,,
273,299682,546,0.033035780252195994,0.0,0.9811320754716981,0.01816374687587333,0.0,0.9864176570458404
274,300516,548,0.018821640511591034,0.0,0.9816176470588235,,,
275,301654,550,0.03262133332322534,0.0,0.9861460957178841,,,
276,302984,552,0.044426316842038224,0.0,0.975,,,
277,304074,554,0.01839479955870047,0.0,0.9860681114551083,,,
278,304876,556,0.01588084177675695,0.0,0.989247311827957,,,
279,305902,558,0.01754197014505995,0.0,0.9883333333333333,,,
280,306784,560,0.02429364035125653,0.0,0.9861386138613861,,,
281,307602,562,0.03360141901583952,0.0,0.980701754385965,0.017436773022199897,0.0,0.9907235621521335
282,308324,564,0.022549047678379466,0.0,0.9869848156182213,,,
283,310006,566,0.04915822469470858,0.0,0.9760928961748634,,,
284,311160,568,0.03716339504789715,0.0,0.9791666666666666,,,
285,311994,570,0.024009089987546025,0.0,0.9904214559386973,,,
286,313132,572,0.028608446016005182,0.0,0.9861751152073732,,,
287,314238,574,0.02529247120019378,0.0,0.986449864498645,,,
288,315024,576,0.02292647239969874,0.0,0.9852320675105485,,,
289,315954,578,0.020713129678973458,0.0,0.9925816023738873,0.02539302368089192,0.0,0.9795221843003413
290,316948,580,0.0457283000928506,0.0,0.9763313609467456,,,
291,317702,582,0.01722149592015187,0.0,0.9854771784232366,,,
292,318952,584,0.0322661516741346,0.0,0.9790123456790123,,,
293,319738,586,0.02001262587621924,0.0,0.9866666666666667,,,
294,320684,588,0.014879242402505462,0.0,0.9910179640718563,,,
295,321662,590,0.019527823947839033,0.0,0.9886363636363636,,,
296,322624,592,0.017129462297765855,0.0,0.9857369255150554,,,
297,323714,594,0.02206834616334802,0.0,0.9871244635193133,0.02642532218083289,0.0,0.9790996784565916
298,324532,596,0.01671196470521861,0.0,0.9844357976653697,,,
299,325366,598,0.03057296650945524,0.0,0.9863713798977853,,,
300,326920,600,0.029869119738672997,0.0,0.9801587301587301,,,
301,327898,602,0.031787303360827066,0.0,0.978441127694859,,,
302,329356,604,0.030575491376887854,0.0,0.9833926453143536,,,
303,330318,606,0.01626426638058486,0.0,0.9887096774193549,,,
304,331248,608,0.033342125619761756,0.0,0.9819277108433735,,,
305,332370,610,0.032646768766494944,0.0,0.9841897233201581,0.026220824541852417,0.0,0.9849397590361446
306,333108,612,0.028058868753400235,0.0,0.9790794979079498,,,
307,334358,614,0.0268551149914593,0.0,0.9869513641755635,,,
308,335368,616,0.017249848301790917,0.0,0.991304347826087,,,
309,336314,618,0.013537018111119042,0.0,0.9938556067588326,,,
310,337132,620,0.03367768365276995,0.0,0.9895397489539749,,,
311,338174,622,0.043537234175901114,0.0,0.9845360824742269,,,
312,338992,624,0.017155648189600626,0.0,0.9846491228070176,,,
313,339922,626,0.01615929991799459,0.0,0.9906542056074766,0.037078987294972686,0.0,0.9732770745428974
314,340980,628,0.04461508389000884,0.0,0.9741267787839586,,,
315,342822,630,0.04232745513141243,0.0,0.9734513274336283,,,
316,344136,632,0.023988559373056568,0.0,0.9850299401197605,,,
317,345098,634,0.018918638501049894,0.0,0.9868852459016394,,,
318,345980,636,0.02542265904169128,0.0,0.9754098360655737,,,
319,348270,638,0.03297251065341126,0.0,0.9792166266986411,,,
320,349616,640,0.03252261378027247,0.0,0.9790518191841234,,,
321,350786,642,0.0376435579534536,0.0,0.9775561097256857,0.018221292625739977,0.0,0.9938461538461538
322,352548,644,0.03554722100597339,0.0,0.975968992248062,,,
323,353702,646,0.031587178276802325,0.0,0.9734848484848485,,,
324,354680,648,0.01882652501096822,0.0,0.988,,,
325,355818,650,0.026021167286439773,0.0,0.9789603960396039,,,
326,356412,652,0.027769908772525716,0.0,0.97953216374269,,,
327,357998,654,0.034566927467993856,0.0,0.9797979797979798,,,
328,359056,656,0.024292140573288316,0.0,0.9870317002881844,,,
329,360162,658,0.025197965573031746,0.0,0.9846796657381616,0.013228479872546293,0.0,0.9879518072289156
330,361044,660,0.01695919020940753,0.0,0.9935587761674718,,,
331,362006,662,0.02472718621649467,0.0,0.9839743589743589,,,
332,363896,664,0.038405312606895496,0.0,0.9752679307502061,,,
333,364714,666,0.020224262681222824,0.0,0.9808917197452229,,,
334,366124,668,0.02532641167590753,0.0,0.9857299670691547,,,
335,367070,670,0.018951049714087086,0.0,0.9889908256880734,,,
336,367968,672,0.013651753225783787,0.0,0.9931623931623932,,,
337,368850,674,0.023122984253274248,0.0,0.9879336349924586,0.01734124760415332,0.0,0.9809885931558935
338,369588,676,0.011460174987150776,0.0,0.9915074309978769,,,
339,371238,678,0.0385148499437906,0.0,0.9739910313901345,,,
340,372584,680,0.03882911923873261,0.0,0.9754273504273504,,,
341,373546,682,0.012663383269414179,0.5,0.9935691318327974,,,
342,374428,684,0.02600625925164706,0.0,0.9887096774193549,,,
343,375438,686,0.018020314218290038,0.0,0.9847826086956522,,,
344,376160,688,0.020861515943827874,0.0,0.9851851851851852,,,
345,377170,690,0.031763877187028194,0.0,0.9829457364341085,0.016498386384263077,0.0,0.991166077738516
346,378500,692,0.027083869810079597,0.0,0.9782312925170068,,,
347,379542,694,0.020688950925509167,0.0,0.9892904953145917,,,
348,380520,696,0.050265180581683555,0.0,0.9711815561959655,,,
349,381306,698,0.01941457578855873,0.0,0.9902723735408561,,,
350,382044,700,0.01862917668333678,0.0,0.9846625766871165,,,
351,382958,702,0.013760536683873656,0.0,0.9931389365351629,,,
352,384352,704,0.02477168261289444,0.0,0.9860664523043944,,,
353,385394,706,0.02319429597311158,0.0,0.9865871833084948,0.02679650464716022,0.0,0.9821656050955414
354,386164,708,0.01115829694528478,0.0,0.9864253393665159,,,
355,387030,710,0.016436630239456046,0.0,0.9896907216494846,,,
356,387752,712,0.02682991347216668,0.0,0.9754901960784313,,,
357,388698,714,0.01841600363162579,0.5,0.9940564635958395,,,
358,389548,716,0.02621965414399698,0.0,0.9840142095914742,,,
359,390958,718,0.02843620534972019,0.0,0.9841269841269841,,,
360,391744,720,0.013557906025586807,0.0,0.9903660886319846,,,
361,392562,722,0.03190275504722514,0.0,0.9774305555555556,0.012377290427954197,0.0,0.98989898989899
362,393460,724,0.016701562843709883,0.0,0.9852941176470589,,,
363,395766,726,0.04396868650017242,0.0,0.9721871049304678,,,
364,396584,728,0.014974648561587825,0.0,0.9925512104283054,,,
365,398026,730,0.0293755987980789,0.5,0.9825378346915018,,,
366,398700,732,0.024347646407949994,0.0,0.9777777777777777,,,
367,399694,734,0.020946151800098577,0.0,0.984472049689441,,,
368,401072,736,0.0369303317303828,0.0,0.9775401069518717,,,
369,401810,738,0.016124253925071642,0.0,0.9876288659793815,0.017273656143632028,0.0,0.9902097902097902
370,402628,740,0.013514529098508636,0.0,0.9941291585127201,,,
371,404214,742,0.03531870323069211,0.0,0.9774223894637818,,,
372,405080,744,0.03170815512414661,0.0,0.9774011299435028,,,
373,405914,746,0.014842904417650994,0.0,0.9890909090909091,,,
374,407612,748,0.025259014312164322,0.0,0.9775840597758406,,,
375,408558,750,0.02035027504477713,0.0,0.9927007299270073,,,
376,409760,752,0.05248073597846991,0.0,0.9760166840458812,,,
377,410706,754,0.011913047243889604,0.0,0.9897750511247444,0.015212321734017072,0.0,0.9880239520958084
378,411444,756,0.0278379220877901,0.0,0.9797752808988764,,,
379,412246,758,0.023000348994852943,0.0,0.9842342342342343,,,
380,413208,760,0.02001102108097769,0.0,0.9894419306184012,,,
381,414010,762,0.021943393966775568,0.0,0.9901960784313726,,,
382,415132,764,0.043805800758004484,0.0,0.9750593824228029,,,
383,416014,766,0.015296962797837071,0.0,0.9895615866388309,,,
384,416752,768,0.01705619499833277,0.0,0.9848101265822785,,,
385,417634,770,0.030899610857618953,0.0,0.9858657243816255,0.01651374323610035,0.0,0.9896755162241888
386,418884,772,0.024346290968570272,0.0,0.9862804878048781,,,
387,419910,774,0.017149207142720016,0.0,0.9893778452200304,,,
388,420792,776,0.020578714904995084,0.0,0.9849246231155779,,,
389,421754,778,0.015992663106905832,0.0,0.9916387959866221,,,
390,422716,780,0.014319504818391044,0.0,0.9917491749174917,,,
391,424446,782,0.03150821382855697,0.0,0.9784102060843964,,,
392,425264,784,0.023421687284512955,0.0,0.9893428063943162,,,
393,426130,786,0.019778665123730922,0.0,0.9854166666666667,0.02194812807665202,0.0,0.9814814814814815
394,427012,788,0.013832434966254116,0.0,0.9912587412587412,,,
395,427958,790,0.0245756235683688,0.0,0.9884559884559885,,,
396,428984,792,0.013242233392682644,0.0,0.9898843930635838,,,
397,429802,794,0.016597321301984193,0.0,0.9876977152899824,,,
398,430764,796,0.029370580054101054,0.0,0.9824304538799414,,,
399,431566,798,0.01503219800372398,0.0,0.991304347826087,,,
400,433216,800,0.029217893011183053,0.0,0.9787234042553191,,,
401,434258,802,0.019147118102939023,0.0,0.9872159090909091,0.01248902404663908,0.0,0.9898648648648649
402,435156,804,0.013505498083016956,0.0,0.9901960784313726,,,
403,435878,806,0.013627192310626503,0.0,0.9876237623762376,,,
404,436888,808,0.0208718104046396,0.0,0.9882697947214076,,,
