step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
92,41780,92,0.08634890528049265,0.0,0.9592592592592593,,,
93,42309,93,0.12211184713671416,0.0,0.9375,,,
94,42622,94,0.08041469952598702,0.0,0.9609756097560975,,,
95,43095,95,0.04764260783679728,0.0,0.9766763848396501,,,
96,43464,96,0.05903300410426497,0.0,0.9655172413793104,,,
97,43913,97,0.06420676243677946,0.0,0.9713375796178344,0.08078961426663163,0.0,0.974910394265233
98,44242,98,0.07151989355042097,0.0,0.9541284403669725,,,
99,44875,99,0.09788758337720466,0.0,0.9655172413793104,,,
100,46004,100,0.09929613717616677,0.0,0.9538763493621197,,,
101,46749,101,0.08586393848831284,0.0,0.9545454545454546,,,
102,47174,102,0.060834549203262034,0.0,0.9746835443037974,,,
103,47647,103,0.056534998484686134,0.0,0.9726027397260274,,,
104,47952,104,0.06580403590533991,0.0,0.9593023255813954,,,
105,48433,105,0.052316821936687394,0.0,0.9743589743589743,0.07952945179476613,0.0,0.9585253456221198
106,48826,106,0.05589711699202785,0.0,0.9651567944250871,,,
107,49155,107,0.04426038685271303,0.0,0.979381443298969,,,
108,49548,108,0.051301248875359376,0.0,0.9753521126760564,,,
109,49981,109,0.035604904888876236,0.0,0.981651376146789,,,
110,50382,110,0.05090044507804171,0.0,0.9662921348314607,,,
111,50711,111,0.030784280452298234,0.0,0.9796954314720813,,,
112,51048,112,0.036966499144303964,0.0,0.9733333333333334,,,
113,51465,113,0.04365863566380096,0.0,0.9756944444444444,0.11867690937335998,0.0,0.9440559440559441
114,52034,114,0.10800441626600936,0.0,0.9606126914660832,,,
115,52475,115,0.051949322993906095,0.0,0.9725609756097561,,,
116,52836,116,0.05027591469866553,0.0,0.9655172413793104,,,
117,53309,117,0.06126971323760805,0.0,0.9710144927536232,,,
118,53742,118,0.053636312550839865,0.0,0.9657320872274143,,,
119,54079,119,0.0542134548163795,0.0,0.9739130434782609,,,
120,54360,120,0.06886772399775608,0.0,0.9532163742690059,,,
121,54809,121,0.04727376063088932,0.0,0.9713375796178344,0.049830042694996614,0.0,0.9742857142857143
122,55210,122,0.042084905657484115,0.0,0.976027397260274,,,
123,55731,123,0.05223510932452928,0.0,0.9740932642487047,,,
124,56060,124,0.05920772587342219,0.0,0.964824120603015,,,
125,57429,125,0.08328338413374653,0.0,0.9683293745051464,,,
126,57870,126,0.04411562100622904,0.0,0.9695121951219512,,,
127,58311,127,0.04981402123151116,0.0,0.9772727272727273,,,
128,58568,128,0.06689329209274561,0.0,0.958904109589041,,,
129,58985,129,0.04443272460002364,0.0,0.9752650176678446,0.11115925856430803,0.0,0.961864406779661
130,59450,130,0.054063197043891315,0.0,0.96875,,,
131,59811,131,0.06074947553885277,0.0,0.9656652360515021,,,
132,60212,132,0.07982517757304057,0.0,0.9658703071672355,,,
133,60501,133,0.048792340969570504,0.0,0.9725274725274725,,,
134,60790,134,0.043123574689248885,0.0,0.9685534591194969,,,
135,61199,135,0.050724548066023584,0.0,0.9735973597359736,,,
136,61616,136,0.05029290860885737,0.0,0.9645390070921985,,,
137,62065,137,0.05079184459542894,0.0,0.976401179941003,0.048745912905807556,0.0,0.9736842105263158
138,62722,138,0.07628096915065827,0.0,0.969147005444646,,,
139,63083,139,0.06592386051214717,0.0,0.9741379310344828,,,
140,63804,140,0.10567626272568605,0.0,0.9527824620573356,,,
141,64149,141,0.054634720446401275,0.0,0.9661016949152542,,,
142,64814,142,0.08962299437670013,0.0,0.960377358490566,,,
143,65255,143,0.050930718966527816,0.0,0.964516129032258,,,
144,65536,144,0.10011213777725524,0.0,0.9391891891891891,,,
145,65705,145,0.11473734252703967,0.0,0.9491525423728814,0.0503719810373794,0.0,0.9715447154471545
146,66114,146,0.05051350114482396,0.0,0.9697986577181208,,,
147,66643,147,0.05708216912980753,0.0,0.9785714285714285,,,
148,67052,148,0.04797659906178412,0.0,0.9632107023411371,,,
149,67421,149,0.050540723614307295,0.0,0.9769230769230769,,,
150,67710,150,0.04344751461984831,0.0,0.975,,,
151,68103,151,0.04427221236813476,0.0,0.9790209790209791,,,
152,68616,152,0.058809726188011634,0.0,0.9709762532981531,,,
153,68977,153,0.03894250965082657,0.0,0.9798387096774194,0.029065178043179273,0.0,0.9874476987447699
154,69266,154,0.050815137338609366,0.0,0.9675324675324676,,,
155,69691,155,0.045292665677537716,0.0,0.9761904761904762,,,
156,70020,156,0.03865639016174063,0.0,0.9744897959183674,,,
157,70485,157,0.05706814334546463,0.0,0.9702380952380952,,,
158,70814,158,0.054037256713791074,0.0,0.9726027397260274,,,
159,71487,159,0.07295211603824002,0.0,0.9628252788104089,,,
160,71816,160,0.03756045491799383,0.0,0.9847715736040609,,,
161,72145,161,0.051192570317818244,0.0,0.9678899082568807,0.06817787018885396,0.0,0.9741379310344828
162,72474,162,0.048115540963669635,0.0,0.9798994974874372,,,
163,73171,163,0.10397860897188463,0.0,0.9625850340136054,,,
164,73868,164,0.10791103091057401,0.0,0.9454855195911414,,,
165,74389,165,0.06351245826356265,0.0,0.9693877551020408,,,
166,74990,166,0.08970872993806492,0.0,0.9617834394904459,,,
167,75207,167,0.03492334514961732,0.0,0.9767441860465116,,,
168,75672,168,0.05648217278109146,0.0,0.9637883008356546,,,
169,76145,169,0.04935365746249344,0.0,0.9705882352941176,0.052706631993054885,0.0,0.9691780821917808
170,76538,170,0.06023426604409836,0.0,0.9622641509433962,,,
171,76971,171,0.051697988900010074,0.0,0.9721362229102167,,,
172,77300,172,0.06092728111437359,0.0,0.9587155963302753,,,
173,77693,173,0.0495923916703106,0.0,0.9612676056338029,,,
174,78062,174,0.039776473179346426,0.0,0.9846743295019157,,,
175,78495,175,0.05479636243279365,0.0,0.968944099378882,,,
176,78856,176,0.06598537204307592,0.0,0.9656652360515021,,,
177,79665,177,0.06365828539398724,0.0,0.9675036927621861,0.09122169514970468,0.0,0.9578804347826086
178,80042,178,0.042473409298784716,0.0,0.9714285714285714,,,
179,80515,179,0.048850349785017885,0.0,0.9697802197802198,,,
180,80964,180,0.03934957683286449,0.0,0.9810126582278481,,,
181,81397,181,0.03450319222948458,0.0,0.984472049689441,,,
182,81870,182,0.04836081306532105,0.0,0.9708454810495627,,,
183,82311,183,0.047649682513567486,0.0,0.9678456591639871,,,
184,82712,184,0.039853640251850495,0.0,0.974169741697417,,,
185,82969,185,0.04593774882070303,0.0,0.9655172413793104,0.0606423299464387,0.0,0.9523809523809523
186,83338,186,0.04941432879666687,0.0,0.9700854700854701,,,
187,83931,187,0.06922914697635163,0.0,0.9670781893004116,,,
188,84300,188,0.04108961247666447,0.0,0.9731800766283525,,,
189,84965,189,0.06786512853543532,0.0,0.9729241877256317,,,
190,85350,190,0.037173289520628774,0.0,0.9840637450199203,,,
191,85831,191,0.052528276181489315,0.0,0.9648648648648649,,,
192,86112,192,0.038092520973843434,0.0,0.9823529411764705,,,
193,86657,193,0.06001363357049129,0.0,0.9712230215827338,0.08699914170592009,0.0,0.9556451612903226
194,87250,194,0.06812454650611746,0.0,0.9673202614379085,,,
195,87955,195,0.11002283335272903,0.0,0.9477351916376306,,,
196,88404,196,0.04103539339390052,0.0,0.9874213836477987,,,
197,88725,197,0.11484976740598368,0.0,0.9430051813471503,,,
198,89118,198,0.055114715043758686,0.0,0.9657794676806084,,,
199,89511,199,0.03747130622417757,0.0,0.9719298245614035,,,
200,89904,200,0.02985679155428303,0.0,0.9895104895104895,,,
201,90761,201,0.06419174680090432,0.0,0.9711141678129298,0.04429733884494709,0.0,0.9798657718120806
202,91450,202,0.04401489341070641,0.0,0.9730700179533214,,,
203,91899,203,0.04228433514036043,0.0,0.9717868338557993,,,
204,92156,204,0.032039195186709765,0.0,0.9862068965517241,,,
205,92469,205,0.04023543560666325,0.0,0.98,,,
206,92862,206,0.03919385045007702,0.0,0.9824561403508771,,,
207,93263,207,0.03664218151447977,0.0,0.976027397260274,,,
208,93704,208,0.03238688591563384,0.0,0.987012987012987,,,
209,94089,209,0.04765385488977934,0.0,0.980544747081712,0.07456616130584677,0.0,0.9662921348314607
210,94418,210,0.025019427289923405,0.0,0.9908256880733946,,,
211,94923,211,0.030895853455053263,0.0,0.983957219251337,,,
212,95396,212,0.03308374857982849,0.0,0.9852507374631269,,,
213,95765,213,0.04168491323014845,0.0,0.9743589743589743,,,
214,96142,214,0.04925683919969983,0.0,0.9776119402985075,,,
215,96471,215,0.03796237395814437,0.0,0.981651376146789,,,
216,96776,216,0.03601656719065562,0.0,0.979381443298969,,,
217,97217,217,0.05429575621749118,0.0,0.9804560260586319,0.07113058969978704,0.0,0.9646840148698885
218,97474,218,0.04643137058594717,0.0,0.9724137931034482,,,
219,97883,219,0.033987666479164645,0.0,0.9730639730639731,,,
220,98172,220,0.024799700162703296,0.0,0.98125,,,
221,98621,221,0.0728161828731607,0.0,0.9647058823529412,,,
222,99038,222,0.024464777162263508,0.0,0.9858657243816255,,,
223,99479,223,0.025322517931224062,0.0,0.990228013029316,,,
224,99816,224,0.03111619452840136,0.0,0.9866666666666667,,,
225,100193,225,0.050006513571061194,0.0,0.9637096774193549,0.053023557644251915,0.0,0.9751243781094527
226,100762,226,0.11262992620690639,0.0,0.9540229885057471,,,
227,101899,227,0.09950644389034137,0.0,0.9581256231306082,,,
228,102180,228,0.056610722305112555,0.0,0.9707602339181286,,,
229,102389,229,0.050500346389064275,0.0,0.9629629629629629,,,
230,103118,230,0.0619194563506807,0.0,0.9743178170144462,,,
231,103527,231,0.02994929298149605,0.0,0.9819494584837545,,,
232,104272,232,0.06377697548372276,0.0,0.9738134206219312,,,
233,104713,233,0.026869203970578542,0.0,0.987012987012987,0.042740849473339865,0.0,0.9802816901408451
234,104922,234,0.03400471288626772,0.0,0.9629629629629629,,,
235,105819,235,0.07481951036502649,0.0,0.9661458333333334,,,
236,106124,236,0.03968804965456776,0.0,0.9767441860465116,,,
237,106765,237,0.06931520697801688,0.0,0.960552268244576,,,
238,107126,238,0.03971763044990386,0.0,0.9803921568627451,,,
239,107567,239,0.03295047377384956,0.0,0.9776357827476039,,,
240,108392,240,0.06838044244392437,0.0,0.974025974025974,,,
241,108681,241,0.042433443026810236,0.0,0.9715909090909091,0.027941633116814767,0.0,0.9805825242718447
242,109002,242,0.028402403306116483,0.0,0.9811320754716981,,,
243,109483,243,0.03600962253512295,0.0,0.9742857142857143,,,
244,109764,244,0.03739881643882427,0.0,0.9714285714285714,,,
245,110173,245,0.04386916811895983,0.0,0.9708029197080292,,,
246,110526,246,0.031199055798815562,0.0,0.9917695473251029,,,
247,110943,247,0.042932742657388515,0.0,0.9769736842105263,,,
248,111392,248,0.03306569250065169,0.0,0.9811912225705329,,,
249,111681,249,0.026608452581636945,0.0,0.9779005524861878,0.06663225458492872,0.0,0.9742173112338858
250,112042,250,0.028979332595268335,0.0,0.9803921568627451,,,
251,112371,251,0.03879475137208102,0.0,0.9690721649484536,,,
252,112836,252,0.034440128189164226,0.0,0.9801136363636364,,,
253,113317,253,0.0249761991303723,0.0,0.98,,,
254,113718,254,0.03672407634485725,0.0,0.9725085910652921,,,
255,114351,255,0.060953026803580314,0.0,0.973384030418251,,,
256,114960,256,0.07137425465971389,0.0,0.9739478957915831,,,
257,115169,257,0.056438732205271576,0.0,0.9625,0.05663727535035675,0.0,0.9732824427480916
258,115546,258,0.028314454039445113,0.0,0.9794238683127572,,,
259,115803,259,0.07621827320479237,0.0,0.9668874172185431,,,
260,116220,260,0.07423603063170996,0.0,0.9584775086505191,,,
261,116685,261,0.04420785261259806,0.0,0.9777158774373259,,,
262,116942,262,0.03134510477505883,0.0,0.9724137931034482,,,
263,117239,263,0.05570413575937563,0.0,0.9679144385026738,,,
264,117624,264,0.02119593809936774,0.0,0.9880478087649402,,,
265,117945,265,0.03820235128046108,0.0,0.9716981132075472,0.06729533418022156,0.0,0.959915611814346
266,118282,266,0.03320982850486011,0.0,0.9866666666666667,,,
267,118659,267,0.046738012715615784,0.0,0.977859778597786,,,
268,119100,268,0.05828001153049595,0.0,0.9673202614379085,,,
269,119661,269,0.057145861468565505,0.0,0.9732142857142857,,,
270,120118,270,0.036296159821549025,0.0,0.9740634005763689,,,
271,120599,271,0.04708094732813353,0.0,0.9713467048710601,,,
272,121344,272,0.08464019169481003,0.0,0.957613814756672,,,
273,121857,273,0.03858854960170676,0.0,0.9802955665024631,0.05724356986387125,0.0,0.96
274,122346,274,0.0339136988586155,0.0,0.9805555555555555,,,
275,123291,275,0.0883646369300696,0.0,0.9603841536614646,,,
276,123948,276,0.0747939082729885,0.0,0.97131931166348,,,
277,124237,277,0.03965504807650285,0.0,0.98125,,,
278,124590,278,0.042227178032778694,0.0,0.9777777777777777,,,
279,124799,279,0.032991226777391136,0.0,0.975,,,
280,125240,280,0.03430544560864697,0.0,0.9806451612903225,,,
281,125681,281,0.0369819938577584,0.0,0.9850746268656716,0.041698853179536755,0.0,0.9707317073170731
282,126090,282,0.03295768359116487,0.0,0.9782608695652174,,,
283,126563,283,0.04505648124253808,0.0,0.9825072886297376,,,
284,127252,284,0.07528758291532056,0.0,0.9622980251346499,,,
285,127837,285,0.061230561681874206,0.0,0.9728033472803347,,,
286,128350,286,0.04230871199034236,0.0,0.9828009828009828,,,
287,128831,287,0.03473028512661774,0.0,0.9742120343839542,,,
288,129048,288,0.027084863606137127,0.0,0.9767441860465116,,,
289,129529,289,0.026856266981270544,0.0,0.9885386819484241,0.031116331510452278,0.0,0.9820359281437125
290,129946,290,0.04213524889729717,0.0,0.9787234042553191,,,
291,130787,291,0.07190235693673955,0.0,0.9689703808180536,,,
292,130996,292,0.17234672425766204,0.0,0.9278350515463918,,,
293,131437,293,0.0334674441000653,0.0,0.9786585365853658,,,
294,131766,294,0.04207686986811762,0.0,0.9847715736040609,,,
295,132127,295,0.027960812682946604,0.0,0.9881889763779528,,,
296,132592,296,0.02376641808681147,0.0,0.9848942598187311,,,
297,133001,297,0.030135887445169512,0.0,0.9831649831649831,0.029754490859205403,0.0,0.9823321554770318
298,133314,298,0.045167316873687614,0.0,0.97,,,
299,133771,299,0.08921924696763225,0.0,0.962536023054755,,,
300,134052,300,0.03327283984695112,0.0,0.9714285714285714,,,
301,134541,301,0.02929703919494294,0.0,0.9833795013850416,,,
302,134958,302,0.031845591699351826,0.0,0.9858657243816255,,,
303,135399,303,0.037070859100635366,0.0,0.9804560260586319,,,
304,135840,304,0.03844708426688743,0.0,0.9761194029850746,,,
305,136177,305,0.04206359916445087,0.0,0.9753694581280788,0.026723544796226382,0.0,0.9811912225705329
306,136530,306,0.04413820948597371,0.0,0.9711934156378601,,,
307,136923,307,0.04080851829704432,0.0,0.9689922480620154,,,
308,137628,308,0.056811979129554734,0.0,0.9781879194630873,,,
309,137957,309,0.049545074824649385,0.0,0.979381443298969,,,
310,138206,310,0.0489721183855639,0.0,0.9743589743589743,,,
311,138655,311,0.050421462381971885,0.0,0.9684542586750788,,,
312,138960,312,0.03557970536416748,0.0,0.9709302325581395,,,
313,139329,313,0.028690876048521354,0.0,0.9885057471264368,0.03031369668585505,0.0,0.9791666666666666
314,140018,314,0.03945044193414168,0.0,0.9837837837837838,,,
315,140347,315,0.03699517920812872,0.0,0.9726027397260274,,,
316,140628,316,0.023988611170558182,0.0,0.9823529411764705,,,
317,141005,317,0.039143642027130436,0.0,0.9664179104477612,,,
318,141398,318,0.025738728908830083,0.0,0.9860627177700348,,,
319,141943,319,0.03238702366820617,0.0,0.9854368932038835,,,
320,142224,320,0.03132778277286821,0.0,0.9823529411764705,,,
321,142561,321,0.031151712236133985,0.0,0.9852216748768473,0.08466392886248496,0.0,0.9627228525121556
322,142922,322,0.023444377015032564,0.0,0.9868421052631579,,,
323,143363,323,0.037573120673749634,0.0,0.9775641025641025,,,
324,143652,324,0.03322908095427465,0.0,0.978021978021978,,,
325,143941,325,0.05368023555195349,0.0,0.9668508287292817,,,
326,144382,326,0.030782441346806348,0.0,0.9837133550488599,,,
327,144815,327,0.026470967840746016,0.0,0.9845201238390093,,,
328,145456,328,0.07922694754868519,0.0,0.9587242026266416,,,
329,146201,329,0.06304234650212621,0.0,0.974960876369327,0.060244007290421106,0.0,0.945054945054945
330,146570,330,0.034389538299895786,0.0,0.9808429118773946,,,
331,146907,331,0.03651465839293242,0.0,0.9777777777777777,,,
332,147276,332,0.040936763828401126,0.0,0.9789915966386554,,,
333,147485,333,0.041932621751268974,0.0,0.9625,,,
334,147830,334,0.024184521640085933,0.0,0.9831223628691983,,,
335,148231,335,0.022911560575677132,0.0,0.9897260273972602,,,
336,148584,336,0.029989195922462138,0.0,0.9878542510121457,,,
337,149105,337,0.04007983615634696,0.0,0.9718670076726342,0.02615140247006314,0.0,0.992619926199262
338,149746,338,0.04792642442313431,0.0,0.9822134387351779,,,
339,150075,339,0.04805059304263169,0.0,0.9747474747474747,,,
340,150476,340,0.046664958819087304,0.0,0.9761092150170648,,,
341,150717,341,0.058615506898395835,0.0,0.963963963963964,,,
342,151158,342,0.0371086414917973,0.0,0.974025974025974,,,
343,151487,343,0.02783844699295038,0.0,0.9846938775510204,,,
344,152168,344,0.08033994550972272,0.0,0.9634782608695652,,,
345,152529,345,0.050744790847087454,0.0,0.967741935483871,0.038347832408280484,0.0,0.9807692307692307
346,152882,346,0.02729636927036972,0.0,0.9820627802690582,,,
347,153299,347,0.04490665486042167,0.0,0.9754385964912281,,,
348,153852,348,0.04590169821179886,0.0,0.9716981132075472,,,
349,154141,349,0.04066211303656888,0.0,0.9617834394904459,,,
350,154582,350,0.05986659380871562,0.0,0.9701492537313433,,,
351,155567,351,0.046997182919924066,0.0,0.9782110091743119,,,
352,155968,352,0.03191463604992086,0.0,0.976027397260274,,,
353,156417,353,0.03969706167782856,0.0,0.9716981132075472,0.021968106168068838,0.0,0.9920634920634921
354,156778,354,0.023172624057868216,0.0,0.9879518072289156,,,
355,157139,355,0.03155084634175086,0.0,0.9739130434782609,,,
356,157684,356,0.04516091859464141,0.0,0.9686746987951808,,,
357,158125,357,0.029658151999833723,0.0,0.9850746268656716,,,
358,158294,358,0.05748354298739734,0.0,0.9491525423728814,,,
359,158767,359,0.05275575058122753,0.0,0.9807692307692307,,,
360,159176,360,0.049618680294881305,0.0,0.9731543624161074,,,
361,159649,361,0.028771139237180773,0.0,0.9825581395348837,0.029855121861768166,0.0,0.9846743295019157
362,160106,362,0.046792474643051155,0.0,0.9783950617283951,,,
363,160715,363,0.07885600924288869,0.0,0.964,,,
364,161004,364,0.04258675212910201,0.0,0.9779005524861878,,,
365,161421,365,0.02560564960139196,0.0,0.9895833333333334,,,
366,161910,366,0.03034426758873348,0.0,0.9887323943661972,,,
367,162687,367,0.06849661855527324,0.0,0.9731743666169895,,,
368,163160,368,0.06273823644890003,0.0,0.9649122807017544,,,
369,163449,369,0.04918364268859127,0.0,0.9748427672955975,0.03848129414101649,0.0,0.9711934156378601
370,163890,370,0.03404393055707892,0.0,0.9847560975609756,,,
371,164571,371,0.05729892823261603,0.0,0.9818511796733213,,,
372,164940,372,0.039734355497186166,0.0,0.9770114942528736,,,
373,165229,373,0.023684858300608864,0.0,0.98125,,,
374,165638,374,0.03388543619141566,0.0,0.9744525547445255,,,
375,165927,375,0.04751039100461117,0.0,0.9659090909090909,,,
376,166400,376,0.04957498469628809,0.0,0.9705882352941176,,,
377,167121,377,0.05615064128082482,0.0,0.9720394736842105,0.03252186361743799,0.0,0.9795221843003413
378,167514,378,0.03696309012372914,0.0,0.986013986013986,,,
379,167843,379,0.1821794325621037,0.0,0.955,,,
380,168220,380,0.03310605878461576,0.0,0.9795918367346939,,,
381,168589,381,0.04210343361171679,0.0,0.97265625,,,
382,168998,382,0.03171863919975567,0.0,0.9864864864864865,,,
383,169439,383,0.03179849870723674,0.0,0.9820359281437125,,,
384,169840,384,0.04088126870554621,0.0,0.9777777777777777,,,
385,170281,385,0.03419259590032248,0.0,0.9837662337662337,0.061441845356342215,0.0,0.9616858237547893
386,170786,386,0.038387892588372524,0.0,0.9814323607427056,,,
387,171763,387,0.07622836224990792,0.0,0.9596199524940617,,,
388,172276,388,0.03678458164177588,0.0,0.9842105263157894,,,
389,172525,389,0.03450549503308752,0.0,0.9856115107913669,,,
390,172894,390,0.03563621572570603,0.0,0.9807692307692307,,,
391,173343,391,0.02768908530567216,0.0,0.9843260188087775,,,
392,173704,392,0.02594671468204053,0.0,0.984313725490196,,,
393,174241,393,0.04110445118407273,0.0,0.9766355140186916,0.03452513783371761,0.0,0.9752650176678446
394,174634,394,0.03540730566398021,0.0,0.9859649122807017,,,
395,175099,395,0.03208226150583673,0.0,0.9888268156424581,,,
396,175564,396,0.03025940377283516,0.0,0.9805013927576601,,,
397,175965,397,0.02883118543699991,0.0,0.9852941176470589,,,
398,176294,398,0.038166233165794164,0.0,0.9724770642201835,,,
399,176943,399,0.04684999037505775,0.0,0.9728682170542635,,,
400,177304,400,0.03607808073596214,0.0,0.9803149606299213,,,
401,177945,401,0.057662249790922805,0.0,0.9686888454011742,0.02690680779194325,0.0,0.9857142857142858
402,178362,402,0.03187098408717894,0.0,0.9824561403508771,,,
403,178875,403,0.03273107443476587,0.0,0.9825870646766169,,,
404,179548,404,0.033517376644768795,0.0,0.9814814814814815,,,
405,179989,405,0.035588421092052354,0.0,0.9836601307189542,,,
